0.0199999995529652,0.9824744,-0.02315728,-0.009711205,-0.02596589,-0.0625,1.012451,0.002441406,-0.01575737,-0.3242423,0.2912802,1.0,5.131329e-06,-8.312563e-05,-2.051238e-07,1.0,272,0,0.0199999995529652,1.964949,-0.02315728,-0.009711205,-0.02596589,-0.0625,1.012451,0.002441406,-0.01575737,-0.3242423,0.2912802,0.991314,1.037159e-06,-8.336754e-05,-4.692789e-06,1.0,31,41,80,0.0,272,0
0.0399999991059303,2.950624,-0.0182705,-0.01581968,-0.01741403,-0.05273438,1.012207,0.001708984,-0.01583244,-0.3241444,0.2913099,0.9847995,0.0001333388,-0.0002231414,0.00157635,0.9999987,272,1,0.0399999991059303,2.953825,-0.0182705,-0.01581968,-0.01741403,-0.05273438,1.012207,0.001708984,-0.01583244,-0.3241444,0.2913099,0.9804381,0.0002381515,-0.0002229111,0.003069795,0.9999952,31,41,80,0.25,272,1
0.373333342373371,2.937133,-0.02804405,-0.008489511,-0.01497064,-0.06298828,1.016602,0.002685547,-0.01588915,-0.3239785,0.2911851,0.977692,0.0001756767,0.0003734295,0.003111746,0.9999951,272,2,0.373333342373371,2.917239,-0.02804405,-0.008489511,-0.01497064,-0.06298828,1.016602,0.002685547,-0.01588915,-0.3239785,0.2911851,0.9729009,-1.223342e-05,0.0003686507,0.001624435,0.9999986,31,41,80,0.4375,272,2
0.443149238824844,2.906705,-0.02193558,-0.01704137,-0.01863573,-0.05639648,1.014648,0.0007324219,-0.01591715,-0.3238275,0.2909949,0.9660724,0.000185727,0.0001478645,0.0009620585,0.9999995,272,3,0.443149238824844,2.916064,-0.02193558,-0.01704137,-0.01863573,-0.05639648,1.014648,0.0007324219,-0.01591715,-0.3238275,0.2909949,0.9592469,0.0004709529,0.0001987269,0.001957414,0.999998,31,41,80,0.578125,272,3
0.479729637503624,2.93417,-0.03048744,-0.002381038,-0.02107912,-0.05639648,1.012451,0.00390625,-0.01600853,-0.3238924,0.2908624,0.9556415,0.0002848701,0.0003149947,0.002931363,0.9999956,272,4,0.479729637503624,2.942916,-0.03048744,-0.002381038,-0.02107912,-0.05639648,1.012451,0.00390625,-0.01600853,-0.3238924,0.2908624,0.9558797,-0.0001871266,0.0003136971,0.002900182,0.9999958,31,41,80,0.6835938,272,4
0.489311037585139,2.923734,-0.02682236,-0.01459798,-0.01863573,-0.05493164,1.019531,-0.0004882813,-0.01598121,-0.3239859,0.2908764,0.9574863,-2.266806e-05,0.0002262293,0.003225923,0.9999948,272,5,0.489311037585139,2.895806,-0.02682236,-0.01459798,-0.01863573,-0.05493164,1.019531,-0.0004882813,-0.01598121,-0.3239859,0.2908764,0.9555653,0.0006253135,0.0003008739,0.003498015,0.9999937,31,41,80,0.7626953,272,5
0.501287937164307,2.889373,-0.01338372,-0.01215459,-0.02352251,-0.0546875,1.01416,0.002441406,-0.01592029,-0.3240423,0.2908883,0.9496099,0.0008888762,0.0001963085,0.003782843,0.9999924,272,6,0.501287937164307,2.910868,-0.01338372,-0.01215459,-0.02352251,-0.0546875,1.01416,0.002441406,-0.01592029,-0.3240423,0.2908883,0.9441096,0.0004479876,0.0002104468,0.003764288,0.9999928,31,41,80,0.8159311,272,6
0.512363037094474,2.930922,-0.01949219,-0.009711205,-0.02596589,-0.06103516,1.01416,-0.001708984,-0.01584791,-0.3239741,0.2907531,0.9434475,0.000615393,9.740891e-05,0.002782337,0.9999959,272,7,0.512363037094474,2.929482,-0.01949219,-0.009711205,-0.02596589,-0.06103516,1.01416,-0.001708984,-0.01584791,-0.3239741,0.2907531,0.9462052,0.00122088,0.0001952412,0.001920726,0.9999974,31,41,80,0.8159311,272,7
0.524086236953735,2.933389,-0.0182705,0.003727434,-0.02107912,-0.05444336,1.013184,0.005371094,-0.01582052,-0.3241403,0.2907382,0.948039,0.0008034297,0.0001369126,0.001807919,0.999998,272,8,0.524086236953735,2.938738,-0.0182705,0.003727434,-0.02107912,-0.05444336,1.013184,0.005371094,-0.01582052,-0.3241403,0.2907382,0.9500507,-0.0002109534,0.0001679475,0.002768972,0.9999961,31,41,80,0.8159311,272,8
0.545111136510968,2.934743,-0.02804405,-0.004824426,-0.01741403,-0.05664063,1.015381,0.008544922,-0.01578845,-0.3241295,0.2908626,0.9524319,-0.001889768,1.719472e-05,0.003506337,0.9999921,272,9,0.545111136510968,2.9254,-0.02804405,-0.004824426,-0.01741403,-0.05664063,1.015381,0.008544922,-0.01578845,-0.3241295,0.2908626,0.953566,-0.002286694,-3.163249e-05,0.003198966,0.9999923,31,41,80,0.8159311,272,9
0.571472836658359,2.919589,-0.02682236,-0.006046122,-0.02107912,-0.05444336,1.014648,0.002929688,-0.01554411,-0.3239239,0.2908322,0.9528957,-0.001992383,-0.00012837,0.003229671,0.9999928,272,10,0.571472836658359,2.923121,-0.02682236,-0.006046122,-0.02107912,-0.05444336,1.014648,0.002929688,-0.01554411,-0.3239239,0.2908322,0.9514495,-0.001187858,-8.902187e-05,0.00355219,0.999993,31,41,80,0.8159311,272,10
0.60092163644731,2.930531,-0.02315728,-0.002381038,-0.0247442,-0.05419922,1.013672,0.006835938,-0.01550266,-0.3239069,0.2907715,0.9509382,-0.0008468941,-0.00015509,0.003920809,0.999992,272,11,0.60092163644731,2.934409,-0.02315728,-0.002381038,-0.0247442,-0.05419922,1.013672,0.006835938,-0.01550266,-0.3239069,0.2907715,0.9517596,-0.001450799,-0.0001826725,0.003949008,0.9999911,31,41,80,0.8159311,272,11
0.628592936322093,2.929536,-0.02926575,-0.01704137,-0.02107912,-0.05444336,1.015869,0.002685547,-0.01541263,-0.3238569,0.290743,0.9530073,-0.001407389,-0.0004273158,0.003981126,0.999991,272,12,0.628592936322093,2.920786,-0.02926575,-0.01704137,-0.02107912,-0.05444336,1.015869,0.002685547,-0.01541263,-0.3238569,0.290743,0.9531494,-0.0008012627,-0.0003682571,0.003978745,0.9999917,31,41,80,0.8159311,272,12
0.655605336651206,2.90313,-0.02560067,-0.01215459,-0.01497064,-0.05493164,1.018066,0.004394531,-0.01549061,-0.3237402,0.2907586,0.951834,-0.000361078,-0.0005402545,0.003892932,0.9999923,272,13,0.655605336651206,2.894224,-0.02560067,-0.01215459,-0.01497064,-0.05493164,1.018066,0.004394531,-0.01549061,-0.3237402,0.2907586,0.9479911,-0.0006382707,-0.0005189641,0.003853787,0.9999923,31,41,80,0.8159311,272,13
0.683413736522198,2.897901,-0.01216203,6.235018e-05,-0.02352251,-0.05981445,1.014648,0.001708984,-0.01550409,-0.323833,0.2907967,0.9436749,-0.0004723285,-0.0005670104,0.002972392,0.9999954,272,14,0.683413736522198,2.910483,-0.01216203,6.235018e-05,-0.02352251,-0.05981445,1.014648,0.001708984,-0.01550409,-0.323833,0.2907967,0.9410292,-9.209352e-05,-0.0004663194,0.002296302,0.9999973,31,41,80,0.8159311,272,14
0.706834437325597,2.933319,-0.02193558,-0.01215459,-0.02352251,-0.06176758,1.011963,0.001708984,-0.01563339,-0.3239745,0.2908233,0.941075,0.0003569961,-0.0006336666,0.001066836,0.9999992,272,15,0.706834437325597,2.943574,-0.02193558,-0.01215459,-0.02352251,-0.06176758,1.011963,0.001708984,-0.01563339,-0.3239745,0.2908233,0.9448163,0.0003313861,-0.0005258807,0.0008101778,0.9999995,31,41,80,0.8159311,272,15
0.732474336400628,2.934238,-0.02071389,-0.02559323,-0.01619234,-0.0534668,1.017334,0.00390625,-0.01545077,-0.3240395,0.290846,0.9492964,3.771737e-05,-0.0008940739,0.00170143,0.9999982,272,16,0.732474336400628,2.914646,-0.02071389,-0.02559323,-0.01619234,-0.0534668,1.017334,0.00390625,-0.01545077,-0.3240395,0.290846,0.9511321,-0.0002729817,-0.0008001513,0.002931225,0.9999954,31,41,80,0.8159311,272,16
0.759369436651468,2.900076,-0.02926575,-0.01215459,-0.03207437,-0.05737305,1.015869,0.002197266,-0.01551026,-0.3240902,0.2909363,0.9493258,-0.0003723414,-0.0009961574,0.003768696,0.9999924,272,17,0.759369436651468,2.905096,-0.02926575,-0.01215459,-0.03207437,-0.05737305,1.015869,0.002197266,-0.01551026,-0.3240902,0.2909363,0.9456177,-0.00013111,-0.0008919357,0.003156887,0.9999946,31,41,80,0.8159311,272,17
